date,product_id,product_name,category,sales_qty,unit_price,stock_on_hand,reorder_point,promo,supplier_lead_days
2026-01-21,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,57,12999,85,50,1,10
2026-01-21,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,28,10,0,28
2026-01-21,SKU-109,Anker Prime Power Bank 27650mAh,Charging,12,8999,1,50,0,10
2026-01-22,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,50,1499,367,80,1,7
2026-01-22,SKU-109,Anker Prime Power Bank 27650mAh,Charging,23,8999,178,50,0,10
2026-01-22,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,23,9999,26,40,0,12
2026-01-22,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,72,1299,150,100,0,7
2026-01-22,SKU-108,Tesla Wireless Charging Pad 45W,Charging,26,5999,23,50,0,8
2026-01-22,SKU-113,DJI Mini 4 Pro Drone,Drones,9,89999,19,10,0,28
2026-01-23,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,78,9999,128,40,1,12
2026-01-23,SKU-103,AirPods Pro 3 (2026),Audio,27,28999,124,40,0,14
2026-01-23,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,25,14999,12,30,0,14
2026-01-23,SKU-112,Steam Deck OLED 1TB,Gaming,13,64999,0,15,1,21
2026-01-24,SKU-104,Meta Quest 4 VR Headset,Gaming,6,49999,73,20,0,21
2026-01-24,SKU-108,Tesla Wireless Charging Pad 45W,Charging,50,5999,223,50,1,8
2026-01-24,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,92,599,111,150,0,5
2026-01-24,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,63,1499,304,80,0,7
2026-01-24,SKU-113,DJI Mini 4 Pro Drone,Drones,5,89999,14,10,0,28
2026-01-25,SKU-106,Sony WH-1000XM6 Headphones,Audio,6,34999,9,30,0,12
2026-01-25,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,15,9999,113,40,0,12
2026-01-25,SKU-103,AirPods Pro 3 (2026),Audio,27,28999,97,40,0,14
2026-01-26,SKU-104,Meta Quest 4 VR Headset,Gaming,8,49999,65,20,0,21
2026-01-26,SKU-112,Steam Deck OLED 1TB,Gaming,8,64999,52,15,0,21
2026-01-26,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,47,12999,38,50,0,10
2026-01-26,SKU-106,Sony WH-1000XM6 Headphones,Audio,15,34999,114,30,0,12
2026-01-27,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,42,14999,120,30,0,14
2026-01-27,SKU-109,Anker Prime Power Bank 27650mAh,Charging,18,8999,160,50,0,10
2026-01-27,SKU-103,AirPods Pro 3 (2026),Audio,19,28999,78,40,0,14
2026-01-27,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,31,1299,119,100,0,7
2026-01-28,SKU-109,Anker Prime Power Bank 27650mAh,Charging,66,8999,94,50,1,10
2026-01-28,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,77,1299,42,100,0,7
2026-01-28,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,19,14999,101,30,0,14
2026-01-28,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,51,12999,207,50,0,10
2026-01-28,SKU-114,GoPro Hero 13 Black,Cameras,3,54999,72,25,0,18
2026-01-28,SKU-107,Apple Watch Series 10 Sport Band,Wearables,55,4999,162,60,0,10
2026-01-29,SKU-103,AirPods Pro 3 (2026),Audio,7,28999,71,40,0,14
2026-01-29,SKU-108,Tesla Wireless Charging Pad 45W,Charging,56,5999,167,50,1,8
2026-01-29,SKU-114,GoPro Hero 13 Black,Cameras,5,54999,67,25,0,18
2026-01-30,SKU-109,Anker Prime Power Bank 27650mAh,Charging,63,8999,31,50,0,10
2026-01-30,SKU-104,Meta Quest 4 VR Headset,Gaming,8,49999,57,20,0,21
2026-01-30,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,24,14999,77,30,0,14
2026-01-30,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,12,10,0,28
2026-01-30,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,61,25,1,18
2026-01-31,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,67,14999,10,30,0,14
2026-01-31,SKU-114,GoPro Hero 13 Black,Cameras,8,54999,53,25,0,18
2026-01-31,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,28,9999,85,40,0,12
2026-01-31,SKU-109,Anker Prime Power Bank 27650mAh,Charging,56,8999,175,50,1,10
2026-01-31,SKU-112,Steam Deck OLED 1TB,Gaming,6,64999,46,15,0,21
2026-02-01,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,28,599,83,150,0,5
2026-02-01,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,29,9999,56,40,0,12
2026-02-01,SKU-107,Apple Watch Series 10 Sport Band,Wearables,69,4999,93,60,0,10
2026-02-01,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,10,10,0,28
2026-02-01,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,78,1299,464,100,0,7
2026-02-01,SKU-103,AirPods Pro 3 (2026),Audio,16,28999,55,40,0,14
2026-02-02,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,43,1499,261,80,0,7
2026-02-02,SKU-109,Anker Prime Power Bank 27650mAh,Charging,47,8999,128,50,1,10
2026-02-02,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,37,9999,19,40,0,12
2026-02-03,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,26,9999,173,40,0,12
2026-02-03,SKU-104,Meta Quest 4 VR Headset,Gaming,2,49999,55,20,0,21
2026-02-03,SKU-112,Steam Deck OLED 1TB,Gaming,10,64999,36,15,0,21
2026-02-03,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,46,1499,215,80,0,7
2026-02-03,SKU-109,Anker Prime Power Bank 27650mAh,Charging,43,8999,85,50,0,10
2026-02-03,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,54,14999,106,30,1,14
2026-02-04,SKU-107,Apple Watch Series 10 Sport Band,Wearables,33,4999,60,60,0,10
2026-02-04,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,54,12999,153,50,1,10
2026-02-04,SKU-112,Steam Deck OLED 1TB,Gaming,5,64999,31,15,0,21
2026-02-04,SKU-103,AirPods Pro 3 (2026),Audio,16,28999,39,40,0,14
2026-02-04,SKU-109,Anker Prime Power Bank 27650mAh,Charging,34,8999,51,50,0,10
2026-02-05,SKU-109,Anker Prime Power Bank 27650mAh,Charging,34,8999,17,50,0,10
2026-02-05,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,38,14999,68,30,0,14
2026-02-05,SKU-107,Apple Watch Series 10 Sport Band,Wearables,42,4999,18,60,0,10
2026-02-05,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,48,1299,416,100,0,7
2026-02-05,SKU-112,Steam Deck OLED 1TB,Gaming,5,64999,26,15,1,21
2026-02-06,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,33,9999,140,40,0,12
2026-02-06,SKU-108,Tesla Wireless Charging Pad 45W,Charging,44,5999,123,50,1,8
2026-02-06,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,42,14999,26,30,1,14
2026-02-06,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,41,1499,174,80,0,7
2026-02-06,SKU-109,Anker Prime Power Bank 27650mAh,Charging,19,8999,198,50,0,10
2026-02-06,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,96,1299,320,100,0,7
2026-02-07,SKU-112,Steam Deck OLED 1TB,Gaming,5,64999,21,15,0,21
2026-02-07,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,47,25,0,18
2026-02-07,SKU-104,Meta Quest 4 VR Headset,Gaming,15,49999,40,20,1,21
2026-02-07,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,53,1299,267,100,0,7
2026-02-08,SKU-106,Sony WH-1000XM6 Headphones,Audio,29,34999,85,30,1,12
2026-02-08,SKU-109,Anker Prime Power Bank 27650mAh,Charging,22,8999,176,50,0,10
2026-02-08,SKU-114,GoPro Hero 13 Black,Cameras,2,54999,45,25,0,18
2026-02-08,SKU-104,Meta Quest 4 VR Headset,Gaming,6,49999,34,20,0,21
2026-02-08,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,35,12999,118,50,0,10
2026-02-09,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,80,599,3,150,1,5
2026-02-09,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,39,1299,228,100,0,7
2026-02-09,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,36,9999,104,40,0,12
2026-02-09,SKU-106,Sony WH-1000XM6 Headphones,Audio,21,34999,64,30,0,12
2026-02-09,SKU-114,GoPro Hero 13 Black,Cameras,4,54999,41,25,0,18
2026-02-10,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,44,9999,60,40,0,12
2026-02-10,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,43,14999,133,30,0,14
2026-02-10,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,42,12999,76,50,0,10
2026-02-10,SKU-112,Steam Deck OLED 1TB,Gaming,6,64999,15,15,0,21
2026-02-10,SKU-109,Anker Prime Power Bank 27650mAh,Charging,49,8999,127,50,1,10
2026-02-11,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,71,599,632,150,0,5
2026-02-11,SKU-113,DJI Mini 4 Pro Drone,Drones,10,89999,0,10,1,28
2026-02-11,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,29,1499,145,80,0,7
2026-02-12,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,66,1299,162,100,0,7
2026-02-12,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,33,9999,27,40,1,12
2026-02-12,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,34,1499,111,80,0,7
2026-02-12,SKU-108,Tesla Wireless Charging Pad 45W,Charging,25,5999,98,50,0,8
2026-02-13,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,13,14999,120,30,0,14
2026-02-13,SKU-108,Tesla Wireless Charging Pad 45W,Charging,45,5999,53,50,0,8
2026-02-13,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,85,1299,77,100,0,7
2026-02-13,SKU-112,Steam Deck OLED 1TB,Gaming,14,64999,1,15,0,21
2026-02-14,SKU-107,Apple Watch Series 10 Sport Band,Wearables,115,4999,203,60,1,10
2026-02-14,SKU-113,DJI Mini 4 Pro Drone,Drones,1,89999,49,10,0,28
2026-02-14,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,23,12999,53,50,0,10
2026-02-15,SKU-113,DJI Mini 4 Pro Drone,Drones,9,89999,40,10,0,28
2026-02-15,SKU-107,Apple Watch Series 10 Sport Band,Wearables,94,4999,109,60,1,10
2026-02-15,SKU-109,Anker Prime Power Bank 27650mAh,Charging,35,8999,92,50,0,10
2026-02-15,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,65,599,567,150,0,5
2026-02-16,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,14,12999,39,50,0,10
2026-02-16,SKU-107,Apple Watch Series 10 Sport Band,Wearables,48,4999,61,60,0,10
2026-02-16,SKU-112,Steam Deck OLED 1TB,Gaming,7,64999,54,15,0,21
2026-02-16,SKU-106,Sony WH-1000XM6 Headphones,Audio,22,34999,42,30,0,12
2026-02-16,SKU-114,GoPro Hero 13 Black,Cameras,2,54999,39,25,0,18
2026-02-17,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,17,12999,22,50,0,10
2026-02-17,SKU-108,Tesla Wireless Charging Pad 45W,Charging,14,5999,39,50,0,8
2026-02-17,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,61,599,506,150,0,5
2026-02-17,SKU-104,Meta Quest 4 VR Headset,Gaming,2,49999,32,20,0,21
2026-02-18,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,47,1499,64,80,0,7
2026-02-18,SKU-114,GoPro Hero 13 Black,Cameras,5,54999,34,25,0,18
2026-02-18,SKU-108,Tesla Wireless Charging Pad 45W,Charging,14,5999,25,50,0,8
2026-02-19,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,33,12999,209,50,0,10
2026-02-19,SKU-112,Steam Deck OLED 1TB,Gaming,2,64999,52,15,0,21
2026-02-19,SKU-107,Apple Watch Series 10 Sport Band,Wearables,69,4999,292,60,0,10
2026-02-19,SKU-113,DJI Mini 4 Pro Drone,Drones,7,89999,33,10,0,28
2026-02-20,SKU-103,AirPods Pro 3 (2026),Audio,23,28999,16,40,0,14
2026-02-20,SKU-109,Anker Prime Power Bank 27650mAh,Charging,53,8999,39,50,0,10
2026-02-20,SKU-114,GoPro Hero 13 Black,Cameras,8,54999,26,25,0,18
2026-02-20,SKU-106,Sony WH-1000XM6 Headphones,Audio,16,34999,26,30,0,12
2026-02-20,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,105,599,401,150,1,5
2026-02-20,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,32,14999,88,30,0,14
2026-02-21,SKU-103,AirPods Pro 3 (2026),Audio,55,28999,111,40,1,14
2026-02-21,SKU-112,Steam Deck OLED 1TB,Gaming,2,64999,50,15,1,21
2026-02-21,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,69,9999,138,40,0,12
2026-02-21,SKU-108,Tesla Wireless Charging Pad 45W,Charging,36,5999,239,50,1,8
2026-02-21,SKU-109,Anker Prime Power Bank 27650mAh,Charging,37,8999,2,50,1,10
2026-02-21,SKU-114,GoPro Hero 13 Black,Cameras,15,54999,11,25,1,18
2026-02-22,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,54,599,347,150,0,5
2026-02-22,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,41,14999,47,30,1,14
2026-02-22,SKU-113,DJI Mini 4 Pro Drone,Drones,4,89999,29,10,0,28
2026-02-22,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,10,12999,199,50,0,10
2026-02-23,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,38,1299,39,100,0,7
2026-02-23,SKU-108,Tesla Wireless Charging Pad 45W,Charging,20,5999,219,50,0,8
2026-02-23,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,30,14999,17,30,0,14
2026-02-23,SKU-113,DJI Mini 4 Pro Drone,Drones,5,89999,24,10,0,28
2026-02-24,SKU-103,AirPods Pro 3 (2026),Audio,15,28999,96,40,0,14
2026-02-24,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,27,599,320,150,0,5
2026-02-24,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,14,12999,185,50,1,10
2026-02-24,SKU-109,Anker Prime Power Bank 27650mAh,Charging,28,8999,174,50,0,10
2026-02-24,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,45,9999,93,40,0,12
2026-02-25,SKU-104,Meta Quest 4 VR Headset,Gaming,6,49999,26,20,1,21
2026-02-25,SKU-114,GoPro Hero 13 Black,Cameras,3,54999,8,25,0,18
2026-02-25,SKU-112,Steam Deck OLED 1TB,Gaming,5,64999,45,15,0,21
2026-02-25,SKU-106,Sony WH-1000XM6 Headphones,Audio,22,34999,4,30,0,12
2026-02-25,SKU-108,Tesla Wireless Charging Pad 45W,Charging,29,5999,190,50,0,8
2026-02-25,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,63,1299,476,100,0,7
2026-02-26,SKU-107,Apple Watch Series 10 Sport Band,Wearables,59,4999,233,60,1,10
2026-02-26,SKU-106,Sony WH-1000XM6 Headphones,Audio,12,34999,112,30,0,12
2026-02-26,SKU-114,GoPro Hero 13 Black,Cameras,5,54999,3,25,1,18
2026-02-26,SKU-104,Meta Quest 4 VR Headset,Gaming,8,49999,18,20,0,21
2026-02-26,SKU-103,AirPods Pro 3 (2026),Audio,21,28999,75,40,0,14
2026-02-27,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,53,9999,40,40,1,12
2026-02-27,SKU-107,Apple Watch Series 10 Sport Band,Wearables,30,4999,203,60,0,10
2026-02-27,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,61,12999,124,50,1,10
2026-02-27,SKU-114,GoPro Hero 13 Black,Cameras,9,54999,94,25,0,18
2026-02-27,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,54,599,266,150,0,5
2026-02-28,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,44,12999,80,50,0,10
2026-02-28,SKU-109,Anker Prime Power Bank 27650mAh,Charging,26,8999,148,50,1,10
2026-02-28,SKU-114,GoPro Hero 13 Black,Cameras,13,54999,81,25,0,18
2026-03-01,SKU-113,DJI Mini 4 Pro Drone,Drones,3,89999,21,10,0,28
2026-03-01,SKU-104,Meta Quest 4 VR Headset,Gaming,11,49999,7,20,0,21
2026-03-01,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,34,1499,30,80,1,7
2026-03-01,SKU-112,Steam Deck OLED 1TB,Gaming,12,64999,33,15,0,21
2026-03-01,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,75,25,1,18
2026-03-02,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,12,14999,5,30,0,14
2026-03-02,SKU-112,Steam Deck OLED 1TB,Gaming,11,64999,22,15,0,21
2026-03-02,SKU-106,Sony WH-1000XM6 Headphones,Audio,11,34999,101,30,1,12
2026-03-02,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,43,12999,37,50,0,10
2026-03-02,SKU-107,Apple Watch Series 10 Sport Band,Wearables,54,4999,149,60,0,10
2026-03-03,SKU-103,AirPods Pro 3 (2026),Audio,11,28999,64,40,0,14
2026-03-03,SKU-107,Apple Watch Series 10 Sport Band,Wearables,64,4999,85,60,0,10
2026-03-03,SKU-104,Meta Quest 4 VR Headset,Gaming,5,49999,2,20,0,21
2026-03-03,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,31,12999,6,50,0,10
2026-03-03,SKU-106,Sony WH-1000XM6 Headphones,Audio,24,34999,77,30,0,12
2026-03-03,SKU-109,Anker Prime Power Bank 27650mAh,Charging,42,8999,106,50,0,10
2026-03-04,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,27,599,239,150,0,5
2026-03-04,SKU-108,Tesla Wireless Charging Pad 45W,Charging,63,5999,127,50,1,8
2026-03-04,SKU-104,Meta Quest 4 VR Headset,Gaming,9,49999,73,20,0,21
2026-03-05,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,61,1299,415,100,0,7
2026-03-05,SKU-109,Anker Prime Power Bank 27650mAh,Charging,43,8999,63,50,0,10
2026-03-05,SKU-107,Apple Watch Series 10 Sport Band,Wearables,74,4999,11,60,1,10
2026-03-06,SKU-109,Anker Prime Power Bank 27650mAh,Charging,62,8999,1,50,0,10
2026-03-06,SKU-106,Sony WH-1000XM6 Headphones,Audio,36,34999,41,30,0,12
2026-03-06,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,58,1299,357,100,0,7
2026-03-07,SKU-113,DJI Mini 4 Pro Drone,Drones,10,89999,11,10,0,28
2026-03-07,SKU-112,Steam Deck OLED 1TB,Gaming,13,64999,9,15,1,21
2026-03-07,SKU-114,GoPro Hero 13 Black,Cameras,2,54999,73,25,0,18
2026-03-07,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,27,9999,13,40,0,12
2026-03-07,SKU-108,Tesla Wireless Charging Pad 45W,Charging,29,5999,98,50,1,8
2026-03-08,SKU-114,GoPro Hero 13 Black,Cameras,7,54999,66,25,0,18
2026-03-08,SKU-109,Anker Prime Power Bank 27650mAh,Charging,15,8999,186,50,0,10
2026-03-08,SKU-113,DJI Mini 4 Pro Drone,Drones,7,89999,4,10,0,28
2026-03-09,SKU-103,AirPods Pro 3 (2026),Audio,6,28999,58,40,0,14
2026-03-09,SKU-107,Apple Watch Series 10 Sport Band,Wearables,82,4999,229,60,0,10
2026-03-09,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,39,9999,154,40,0,12
2026-03-09,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,44,12999,182,50,1,10
2026-03-10,SKU-109,Anker Prime Power Bank 27650mAh,Charging,32,8999,154,50,0,10
2026-03-10,SKU-114,GoPro Hero 13 Black,Cameras,10,54999,56,25,1,18
2026-03-10,SKU-107,Apple Watch Series 10 Sport Band,Wearables,52,4999,177,60,0,10
2026-03-11,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,19,14999,136,30,1,14
2026-03-11,SKU-108,Tesla Wireless Charging Pad 45W,Charging,14,5999,84,50,0,8
2026-03-11,SKU-112,Steam Deck OLED 1TB,Gaming,10,64999,59,15,1,21
2026-03-11,SKU-106,Sony WH-1000XM6 Headphones,Audio,12,34999,29,30,0,12
2026-03-11,SKU-107,Apple Watch Series 10 Sport Band,Wearables,65,4999,112,60,0,10
2026-03-12,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,19,12999,163,50,0,10
2026-03-12,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,21,9999,133,40,0,12
2026-03-12,SKU-108,Tesla Wireless Charging Pad 45W,Charging,26,5999,58,50,0,8
2026-03-13,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,83,599,156,150,0,5
2026-03-13,SKU-104,Meta Quest 4 VR Headset,Gaming,7,49999,66,20,0,21
2026-03-13,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,84,1299,273,100,0,7
2026-03-13,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,60,12999,103,50,0,10
2026-03-13,SKU-103,AirPods Pro 3 (2026),Audio,16,28999,42,40,0,14
2026-03-14,SKU-107,Apple Watch Series 10 Sport Band,Wearables,109,4999,3,60,1,10
2026-03-14,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,131,1299,142,100,1,7
2026-03-14,SKU-113,DJI Mini 4 Pro Drone,Drones,15,89999,39,10,0,28
2026-03-15,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,53,1299,89,100,0,7
2026-03-15,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,68,1499,362,80,0,7
2026-03-15,SKU-112,Steam Deck OLED 1TB,Gaming,4,64999,55,15,0,21
2026-03-15,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,49,14999,87,30,0,14
2026-03-16,SKU-113,DJI Mini 4 Pro Drone,Drones,12,89999,27,10,0,28
2026-03-16,SKU-106,Sony WH-1000XM6 Headphones,Audio,24,34999,5,30,0,12
2026-03-16,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,41,12999,62,50,0,10
2026-03-17,SKU-108,Tesla Wireless Charging Pad 45W,Charging,98,5999,210,50,1,8
2026-03-17,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,41,12999,21,50,0,10
2026-03-17,SKU-107,Apple Watch Series 10 Sport Band,Wearables,103,4999,200,60,1,10
2026-03-17,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,125,1299,464,100,0,7
2026-03-18,SKU-104,Meta Quest 4 VR Headset,Gaming,12,49999,54,20,1,21
2026-03-18,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,76,1299,388,100,0,7
2026-03-18,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,100,599,56,150,1,5
2026-03-18,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,25,10,0,28
2026-03-18,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,50,25,0,18
2026-03-19,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,25,1299,363,100,0,7
2026-03-19,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,13,9999,120,40,0,12
2026-03-19,SKU-112,Steam Deck OLED 1TB,Gaming,10,64999,45,15,0,21
2026-03-20,SKU-107,Apple Watch Series 10 Sport Band,Wearables,137,4999,63,60,1,10
2026-03-20,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,65,9999,55,40,1,12
2026-03-20,SKU-108,Tesla Wireless Charging Pad 45W,Charging,70,5999,140,50,1,8
2026-03-21,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,17,9999,38,40,0,12
2026-03-21,SKU-107,Apple Watch Series 10 Sport Band,Wearables,95,4999,268,60,0,10
2026-03-21,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,102,1299,261,100,0,7
2026-03-22,SKU-103,AirPods Pro 3 (2026),Audio,26,28999,16,40,0,14
2026-03-22,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,49,14999,38,30,0,14
2026-03-22,SKU-104,Meta Quest 4 VR Headset,Gaming,6,49999,48,20,1,21
2026-03-22,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,57,9999,161,40,0,12
2026-03-22,SKU-106,Sony WH-1000XM6 Headphones,Audio,5,34999,0,30,0,12
2026-03-22,SKU-114,GoPro Hero 13 Black,Cameras,12,54999,38,25,0,18
2026-03-23,SKU-107,Apple Watch Series 10 Sport Band,Wearables,80,4999,188,60,1,10
2026-03-23,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,27,9999,134,40,0,12
2026-03-23,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,57,599,699,150,0,5
2026-03-24,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,17,14999,21,30,0,14
2026-03-24,SKU-108,Tesla Wireless Charging Pad 45W,Charging,34,5999,106,50,0,8
2026-03-24,SKU-103,AirPods Pro 3 (2026),Audio,27,28999,139,40,0,14
2026-03-24,SKU-114,GoPro Hero 13 Black,Cameras,12,54999,26,25,1,18
2026-03-24,SKU-106,Sony WH-1000XM6 Headphones,Audio,5,34999,115,30,0,12
2026-03-25,SKU-108,Tesla Wireless Charging Pad 45W,Charging,40,5999,66,50,0,8
2026-03-25,SKU-113,DJI Mini 4 Pro Drone,Drones,11,89999,14,10,0,28
2026-03-25,SKU-114,GoPro Hero 13 Black,Cameras,8,54999,18,25,0,18
2026-03-25,SKU-104,Meta Quest 4 VR Headset,Gaming,10,49999,38,20,0,21
2026-03-25,SKU-103,AirPods Pro 3 (2026),Audio,21,28999,118,40,0,14
2026-03-26,SKU-106,Sony WH-1000XM6 Headphones,Audio,46,34999,69,30,1,12
2026-03-26,SKU-108,Tesla Wireless Charging Pad 45W,Charging,92,5999,224,50,1,8
2026-03-26,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,69,1499,293,80,1,7
2026-03-26,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,17,14999,4,30,0,14
2026-03-26,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,81,12999,160,50,1,10
2026-03-26,SKU-112,Steam Deck OLED 1TB,Gaming,7,64999,38,15,1,21
2026-03-27,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,28,12999,132,50,1,10
2026-03-27,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,57,14999,97,30,0,14
2026-03-27,SKU-107,Apple Watch Series 10 Sport Band,Wearables,82,4999,106,60,0,10
2026-03-27,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,53,1299,208,100,1,7
2026-03-27,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,39,9999,95,40,1,12
2026-03-27,SKU-112,Steam Deck OLED 1TB,Gaming,16,64999,22,15,0,21
